instruction,answer
创作一首哀伤诗,晓起愁闻杜宇声，伤心节候又清明。谁知瘴岭三年别，犹作他乡患难人。
以一从云水住为出句，续写律诗,曾不下西岑。落木孤猿在，秋庭积雾深。泉流通井脉，虫响出墙阴。夜静溪声彻，寒灯尚独吟。
续写绝句，日昃不复午,落花难归树。人生能几何，莫厌相逢遇。
续写律诗，汉主新丰邑,周王尚父师。云符沛童唱，雪应海神期。林变惊春早，山明讶夕迟。况逢温液霈，恩重御裘诗。
以朝列称多士为出句，续写律诗,君家有二难。贞为台里柏，芳作省中兰。夜宿分曹阔，晨趋接武欢。每怜双阙下，雁序入鸳鸾。
以怀古为主题，写一首诗,报得韩仇树汉功，也曾安受列侯封。若教信越长无恙，未必山中有赤松。
创作一首思乡诗,秋雨愁难霁，新晴亦偶然。万山青楚塞，一鹭白江天。世事浮云外，乡心落照边。片帆轻似叶，计日到花源。
以南行无俗侣为出句，续写律诗,秋雁与寒云。野趣自多惬，名香日总闻。吴山中路断，浙水半江分。此地登临惯，含情一送君。
写一首哀伤诗，律诗,今夕他乡月，遥看正上弦。金波殷地涌，玉镜待时圆。水宿频推枕，长歌独扣舷。微微风露下，秋意已泠然。
以田园为主题，写一首诗,山风拂拂堕松钗，午日亭亭覆矮槐。一唾闲名归酒盏，万钧清思入诗怀。
续写律诗，江上烹鱼采野樵,鸾枝摧折半曾烧。未经良匠材虽散，待得知音尾已焦。若使琢磨徽白玉，便来风律轸青瑶。还能万里传山水，三峡泉声岂寂寥。
以关西木落夜霜凝为出句，续写律诗,乌帽闲寻紫阁僧。松迥月光先照鹤，寺寒沟水忽生冰。琤琤晓漏喧秦禁，漠漠秋烟起汉陵。闻说天台旧禅处，石房独有一龛灯。
以孤独为主题，写一首律诗,初晴天堕丝，晚色上春枝。城下路分处，边头人去时。停车数行日，劝酒问回期。亦是茫茫客，还从此别离。
以恐惧为主题，写一首律诗,何处难忘酒，凄凄客卧情。故园心事集，孤榻旅魂惊。叶落秋声减，钟摇夜漏平。此时无一盏，何以到馀更。
写一首思乡诗,已恨闽天道路赊，更堪回首隔仙霞。潺湲已是他乡水，纵使东流不到家。
以想家为主题，写一首律诗,未到都昌县，相思先计程。连绵官舍饮，浩荡故乡情。柳色雨来长，梅香霁后清。极知期待远，别语细叮咛。
写一首思乡诗，律诗,伏枕他乡几月瘳，秣陵萧瑟已深秋。应知茗艼差为适，何处逍遥不可游。缑岭客将骖白鹤，函关人自拜青牛。书来莫问华阳馆，乞取丹砂老葛侯。
请仿写白居易的诗,树绿晚阴合，池凉朝气清。莲开有佳色，鹤唳无凡声。唯此闲寂境，惬我幽独情。病假十五日，十日卧兹亭。明朝吏呼起，还复视黎氓。
请仿写温庭筠的诗,昔岁东林下，深公识姓名。尔来辞半偈，空复叹劳生。忧患慕禅味，寂寥遗世情。所归心自得，何事倦尘缨。
请仿写白居易的诗,惆怅时节晚，两情千里同。离忧不散处，庭树正秋风。燕影动归翼，蕙香销故丛。佳期与芳岁，牢落两成空。
写一首山水诗，律诗,驱车南国破朝烟，醉扫苍苔石上眠。九月霜清猿啸苦，诸天风静磬声传。不堪摇落逢秋日，况复蹉跎入暮年。问水寻山聊尔尔，拟将穷达任皇天。
续写绝句，巫女庙花红似粉,昭君村柳翠于眉。诚知老去风情少，见此争无一句诗。
写一首愁绪诗,两度分符竹，千重到楚山。骥途翻蹇滞，鸟道总间关。行役思乡远，驱车畏路难。滩声从百折，阅尽见安澜。
以轻帆数点千峰碧为出句，续写律诗,水接云山四望遥。晴日海霞红霭霭，晓天江树绿迢迢。清波石眼泉当槛，小径松门寺对桥。明月钓舟渔浦远，倾山雪浪暗随潮。
创作一首怀古诗,方朔仕汉廷，事道非玩世。时时一讽谏，彼自敬其事。叩头诛董偃，凛凛直臣义。岂得以诙谐，目之曰游戏。
以二九即重阳为出句，续写律诗,天清野菊黄。近来逢此日，多是在他乡。晚色霞千片，秋声雁一行。不能高处望，恐断老人肠。
写一首思乡诗，绝句,飘残细雨清明日，游子天涯渺白云。零落桃花向山路，何人携酒滴荒坟。
请仿写白居易的诗,淮右寇未散，江西岁再徂。故里干戈地，行人风雪途。此时与尔别，江畔立踟蹰。
以渐看华顶出为出句，续写律诗,幽赏意随生。十里行松色，千重过水声。海容云正尽，山色雨初晴。事事将心證，知君道可成。
写一首闺怨诗,良人戍楚竟蹉跎，极目天涯岁月多。赖有江流是知己，有声似和扊扅歌。
以子真能自在为出句，续写律诗,江海意何如。门掩疏尘吏，心闲阅道书。古城寒欲雪，远客暮无车。杳杳思前路，谁堪千里馀。
请仿写杜甫的诗,城暗更筹急，楼高雨雪微。稍通绡幕霁，远带玉绳稀。门鹊晨光起，墙乌宿处飞。寒江流甚细，有意待人归。
续写律诗，一簇林亭景象幽,葛巾芒屦恣优游。未饶荣启歌三乐，不学张衡咏四愁。二品位高犹是忝，九天恩重若为酬。儒生所得谁如我，岂复咨嗟雪满头。
请仿写温庭筠的诗,河上望丛祠，庙前春雨来时。楚山无限鸟飞迟，兰棹空伤别离。何处杜鹃啼不歇，艳红开尽如血。蝉鬓美人愁绝，百花芳草佳节。
续写绝句，容貌一日减一日,心情十分无九分。每逢陌路犹嗟叹，何况今朝是见君。
以一室意何有为出句，续写律诗,闲门为我开。炉香寒自灭，履雪饭初回。窗迥孤山入，灯残片月来。禅心方此地，不必访天台。
以怀人为主题，写一首律诗,琵琶洲畔白云城，红树千行隔短亭。尘迹自悲衣欲化，故交谁复眼长青。江空木落雁初度，院小灯残酒半醒。终夕相思不相见，碧山寒月照疏棂。
写一首想家诗,相思意不尽，迢递且登楼。玉笛梅花夜，银床梧叶秋。开帘片月上，傍水一萤流。今日萧条色，怜君万里游。
以汉庭谁问投荒客为出句，续写绝句,十载天南着白衣。秋草茫茫恶溪路，岭头遥送北人稀。
以思乡为主题，写一首绝句,云满故乡芳草迷，江东江西人别离。征船几日洪都去，清远驿前听子规。
创作一首哀伤诗,高人卜筑避尘埃，山似莲花水面开。半昼犹眠疑是夜，推窗只许月明来。
以旗鼓军威重为出句，续写律诗,关山客路赊。待封甘度陇，回首不思家。城下春山路，营中瀚海沙。河源虽万里，音信寄来查。
写一首流泪诗，律诗,晓笛别乡泪，秋冰鸣马蹄。一身虏云外，万里胡天西。终日见征战，连年闻鼓鼙。故山在何处，昨日梦清溪。
续写绝句，曾向巫山峡里行,羁猿一叫一回惊。闻道建溪肠欲断，的知断著第三声。
写一首愁绪诗，律诗,北阙停云总系情，风期千里亦难并。思乡怀古不辞醉，击剑高歌几送行。雪色渐催残夜曙，灯花偏傍丽人生。罗浮远去丹霄隔，惟待春鸿一寄声。
请仿写杜牧的诗,镜弄白髭须，如何作老夫。浮生长勿勿，儿小且呜呜。忍过事堪喜，泰来忧胜无。治平心径熟，不遣有穷途。
以有计自安业为出句，续写律诗,秋风罢苦吟。买山兼种竹，对客更弹琴。烟起药园晚，杵声松院深。闲眠得真性，惆怅旧时心。
请仿写王维的诗,朝与周人辞，暮投郑人宿。他乡绝俦侣，孤客亲僮仆。宛洛望不见，秋霖晦平陆。田父草际归，村童雨中牧。主人东皋上，时稼绕茅屋。虫思机杼悲，雀喧禾黍熟。明当渡京水，昨晚犹金谷。此去欲何言，穷边徇微禄。
续写律诗，三年流落卧漳滨,王粲思家拭泪频。画角莫吹残月夜，病心方忆故园春。自为江上樵苏客，不识天边侍从臣。怪得白鸥惊去尽，绿萝门外有朱轮。
续写绝句，自是碙砂发,非干骇石伤。牒高身上职，碗大背边创。
写一首愁绪诗,锦瑟年华似水流，惊人青鬓判成愁。枉教别梦依芳草，多半相思对玉钩。见说天涯原有路，不应沧海竟无舟。伤心莫把瑶琴抚，手撚秋棠独倚楼。
以哀伤为主题，写一首律诗,香甜饭饱粟千房，病眼看花也自黄。五度客经秋九月，一灯人坐古重阳。霜虫频诉夜寒壁，邻树忽飘风过墙。还可衰亲添笑语，恐惊时节在他乡。
续写律诗，传闻圣主幸新丰,清跸鸣銮出禁中。细草终朝随步辇，垂杨几处绕行宫。千官扈从骊山北，万国来朝渭水东。此日小臣徒献赋，汉家谁复重扬雄。
请仿写杜甫的诗,愁眼看霜露，寒城菊自花。天风随断柳，客泪堕清笳。水净楼阴直，山昏塞日斜。夜来归鸟尽，啼杀后栖鸦。
以百里临民自可怜为出句，续写律诗,青云何必藉阶缘。家贫聊欲资三径，政简无非草太玄。处众忘怀均物我，程才不器任方员。江湖相望真堪喜，聚散悲欢尽偶然。
以雨信清残暑为出句，续写律诗,萧条古县西。早凉生浦溆，秋意满高低。前事虽堆案，闲情得溯溪。何言战未胜，空寂用还齐。
以七条丝上寄深意为出句，续写绝句,涧水松风生十指。自乃知音犹尚稀，欲教更入何人耳。
请仿写白居易的诗,眼藏损伤来已久，病根牢固去应难。医师尽劝先停酒，道侣多教早罢官。案上谩铺龙树论，盒中虚撚决明丸。人间方药应无益，争得金篦试刮看。
续写律诗，渔家在江口,潮水入柴扉。行客欲投宿，主人犹未归。竹深村路远，月出钓船稀。遥见寻沙岸，春风动草衣。
创作一首想家诗,长寄相思明月楼，夜行郎在海西头。月光若共郎行远，那得当窗照妾愁。
写一首思乡诗，律诗,肃霜雕枯杨，城门飞黄叶。客子衣裳单，陌上饶风色。草短思故园，芳歇听鹈渼。悲伤捣衣妇，乱砧响寒月。
续写绝句，长截邻鸡叫五更,数般名字百般声。饶伊摇舌先知晓，也待青天明即鸣。
续写绝句，千里嘉陵江水色,含烟带月碧于蓝。今朝相送东流后，犹自驱车更向南。
以强兵四合国将危为出句，续写绝句,赖有谋臣为发挥。城内蒿铜诚自有，无谋谁解见玄机。
写一首愁绪诗，律诗,来访庞公宅，云山郭外横。萍蓬游子迹，鸡黍故人情。栗里安耕稼，桃源隐姓名。醇醪拚一醉，重与话鸥盟。
写一首思乡诗,长养待春晖，他年尽百围。疏行容远岫，密意护柴扉。众鸟欣所托，暮鸦寒未归。枌榆故乡物，相见更依依。
以贤侯新换古长亭为出句，续写律诗,先定心机指顾成。高义尽招秦逐客，旷怀偏接鲁诸生。萍蓬到此销离恨，燕雀飞来带喜声。却笑昔贤交易极，一开东閤便垂名。
续写绝句，一身从宦留京邑,五马遥闻到旧山。已领烟霞光野径，深惭老幼候柴关。
请仿写李商隐的诗,马卿聊应召，谢傅已登山。歌发百花外，乐调深竹间。鹢舟萦远岸，鱼钥启重关。莺蝶如相引，烟萝不暇攀。佳人启玉齿，上客颔朱颜。肯念沈痾士，俱期倒载还。
创作一首失意诗,南望乡关路几千，荒城日暮警烽烟。内家宫寝贤王邸，辽海戈矛异域船。月殿传闻驰甲马，露台无恙泣铜仙。收京苦忆西安将，惆怅风尘事隔年。
以终南最佳处为出句，续写绝句,禅诵出青霄。群木澄幽寂，疏烟泛泬寥。
以怀人为主题，写一首诗,寂寞襟期对菊丛，思君几听北来鸿。暮云遥度燕台上，秋色偏归楚赋中。兵罢龙荒馀杀气，笳鸣狐塞更悲风。群才无那成脩阻，此日登高怅不同。
续写律诗，出身因强学,不以外家荣。年少无遗事，官闲有政声。晓山临野渡，落日照军营。共赏高堂下，连行弟与兄。
请仿写白居易的诗,自请假来多少日，五旬光景似须臾。已判到老为狂客，不分当春作病夫。杨柳花飘新白雪，樱桃子缀小红珠。头风不敢多多饮，能酌三分相劝无。
以一笈携归紫阁峰为出句，续写律诗,马蹄闲慢水溶溶。黄昏后见山田火，胧�时闻县郭钟。瘦竹迸生僧坐石，野藤缠杀鹤翘松。钓矶自别经秋雨，长得莓苔更几重。
以晏驾辞双阙为出句，续写律诗,灵仪出九衢。上云归碧落，下席葬苍梧。蓂晚馀尧历，龟新启夏图。三朝联棣萼，从古帝王无。
写一首思乡诗，绝句,故园露冷客心惊，夜色黄楼有雁声。寥落楚天斜月里，西风吹梦过江城。
以田园为主题，写一首绝句,田中耒声歇，烟火西林起。独立候归人，柴门夕阳里。
写一首哀伤诗,十五游方今五十，异乡偏感故乡春。吴樯语燕频留客，楚谷蛮莺苦唤人。柳瘿冷悬芳信雨，花须暖污阿香尘。如今又在长安别，夜夜天边望北辰。
续写绝句，受降城必破,回落陇头移。蕃道北海北，谋生今始知。
以思乡为主题，写一首律诗,路绕江南烟水村，梅花的皪正销魂。峰峦影里过山邑，鼙鼓声中念故园。残腊未曾看雪舞，劲风何事扫云屯。拙翁自笑平生拙，欲叩天阍更一言。
创作一首思乡诗,船头时作望乡吟，难写浮生去住心。忽忽不知为客久，谁家红树报秋深。
请仿写孟浩然的诗,木落雁南度，北风江上寒。我家襄水上，遥隔楚云端。乡泪客中尽，孤帆天际看。迷津欲有问，平海夕漫漫。
请仿写岑参的诗,扁舟沧浪叟，心与沧浪清。不自道乡里，无人知姓名。朝从滩上饭，暮向芦中宿。歌竟还复歌，手持一竿竹。竿头钓丝长丈馀，鼓枻乘流无定居。世人那得识深意，此翁取适非取鱼。
请仿写李商隐的诗,莫将画扇出帷来，遮掩春山滞上才。若道团圆似明月，此中须放桂花开。
写一首悼亡诗，律诗,赭山深友谊，渔海长离忧。别日悲新客，还家失旧游。松风开绝巘，塔影暝寒流。化鹤精灵在，犹应到十洲。
以东里如今号郑乡为出句，续写律诗,西家昔日近丘墙。芸台四部添新学，秘殿三年学老郎。天外鸳鸾愁不见，山中云鹤喜相忘。犹张皂盖归蓬荜，直谓时无许子将。
请仿写白居易的诗,十载与君别，常感新蝉鸣。今年共君听，同在洛阳城。噪处知林静，闻时觉景清。凉风忽袅袅，秋思先秋生。残槿花边立，老槐阴下行。虽无索居恨，还动长年情。且喜未聋耳，年年闻此声。
请仿写孟浩然的诗,养疾衡檐下，由来浩气真。五行将禁火，十步任寻春。致敬惟桑梓，邀欢即主人。回看后彫色，青翠有松筠。
以安西美少年为出句，续写律诗,脱剑卸弓弦。不倚将军势，皆称司马贤。秋山城北面，古治郡东边。江上舟中月，遥思李郭仙。
续写绝句，忽闻射猎出军城,人著戎衣马带缨。倒把角弓呈一箭，满川狐兔当头行。
写一首怀古诗，绝句,乘春来到陇山西，隗氏城荒碧草齐。好笑王元不量力，函关那受一丸泥。
以闺怨为主题，写一首诗,晚凉风度玉池香，看尽归鸦入建章。妾貌不如莲样好，莫将明镜比寒塘。
请仿写白居易的诗,起戴乌纱帽，行披白布裘。炉温先煖酒，手冷未梳头。早起烟霜白，初寒鸟雀愁。诗成遣谁和，还是寄苏州。
以思乡为主题，写一首诗,乘兴篮舆竟出关，故园重见一开颜。镜鸾莹彻冰中水，僧衲斓斑雪后山。已许梅花供胜赏，更邀酒子伴清閒。明朝未忍为归计，猿鹤方兹喜我还。
请仿写刘禹锡的诗,坛边松在鹤巢空，白鹿闲行旧径中。手植红桃千树发，满山无主任春风。
以昔人思避世为出句，续写律诗,惟恐不深幽。禽庆潜名岳，鸱夷漾钓舟。顾余知止足，所乐在归休。不似寻山者，忘家恣远游。
以思乡为主题，写一首诗,故乡春好阻同游，谁与花前倒玉舟。陈迹未能忘茂苑，新诗俄喜寄丹丘。开缄已慰三年别，展诵还消万斛愁。文行如君今日少，蓝田宁许久淹留。
创作一首思乡诗，绝句,去国千年万事非，蜀山回首梦依稀。自家惯作他乡客，犹自朝朝劝客归。
续写律诗，亭台腊月时,松竹见贞姿。林积烟藏日，风吹水合池。恨无人此住，静有鹤相窥。是景吟诗遍，真于野客宜。
续写绝句，前山风雨凉,歇马坐垂杨。何处芙蓉落，南渠秋水香。
续写绝句，祸福从来岂自主,俗情淫祀也堪愁。拜时何用频偷眼，未必泥人解点头。
以退公求静独临川为出句，续写律诗,杨子江南二月天。百尺翠屏甘露阁，数帆晴日海门船。波澄濑石寒如玉，草接汀蘋绿似烟。安得乘槎更东去，十洲风外弄潺湲。
以怀人为主题，写一首诗,阴山冰冻尝迎夏，蛰户云雷只待春。吕望岂嫌垂钓老，西施不恨浣纱贫。坐为羽猎车中相，飞作君王掌上身。拍手相思惟大笑，我曹宁比等闲人。
以悼亡为主题，写一首诗,春水吴天路，迢迢半为君。客行失东道，老泪满南云。漂泊真由命，穷通岂论文。凄凉千古恨，流恸大江濆。
续写绝句，香销云凝旧僧家,僧刹残灯壁半斜。日暮松烟空漠漠，秋风吹破妙莲华。
请仿写王昌龄的诗,卢溪郡南夜泊舟，夜闻两岸羌戎讴。其时月黑猿啾啾，微雨沾衣令人愁。有一迁客登高楼，不言不寐弹箜篌。弹作蓟门桑叶秋，风沙飒飒青冢头。将军铁骢汗血流，深入匈奴战未休。黄旗一点兵马收，乱杀胡人积如丘。疮病驱来配边州，仍披漠北羔羊裘。颜色饥枯掩面羞，眼眶泪滴深两眸。思还本乡食犛牛，欲语不得指咽喉。或有强壮能咿嚘，意说被他边将雠。五世属藩汉主留，碧毛毡帐河曲游。橐驼五万部落稠，敕赐飞凤金兜鍪。为君百战如过筹，静扫阴山无鸟投。家藏铁券特承优，黄金千斤不称求。九族分离作楚囚，深溪寂寞弦苦幽。草木悲感声飕飗，仆本东山为国忧。明光殿前论九畴，簏读兵书尽冥搜。为君掌上施权谋，洞晓山川无与俦。紫宸诏发远怀柔，摇笔飞霜如夺钩。鬼神不得知其由，怜爱苍生比蚍蜉。朔河屯兵须渐抽，尽遣降来拜御沟。便令海内休戈矛，何用班超定远侯，史臣书之得已不。
以思乡为主题，写一首绝句,故乡谁道似天涯，旅思茫茫未有家。转忆王城三月尾，两株如雪压栏花。
以田园为主题，写一首诗,幽独空林下，荒斋喜见君。扫苔聊共坐，剪韭更论文。华发扫青镜，浮名寄白云。绨袍如有意，慎勿又离群。
以又闻繁总在嘉州为出句，续写律诗,职重身闲倚寺楼。大象影和山面落，两江声合郡前流。棋轻国手知难敌，诗是天才肯易酬。毕竟男儿自高达，从来心不是悠悠。
续写律诗，圣迹谁会得,每到亦徘徊。一尚不可得，三从何处来。清宵寒露滴，白昼野云隈。应是表灵异，凡情安可猜。
以思乡为主题，写一首律诗,飞飞何意苦逡巡，君自长衢揽辔频。未为蛾眉宽一顾，偶逢零雨半伤神。周旋每淡思乡梦，荏苒多销报主身。颇怪喧传豪杰手，风前拂尽不繇人。
创作一首田园诗，律诗,寂寂桃花峡，柴门隐士家。绕墙多蛱蝶，狎岸半鱼虾。地僻多栽竹，园肥可种瓜。春晴初倦读，策杖课桑麻。
续写律诗，清时无事奏明光,不遣当关报早霜。中禁词臣寻引领，左川归客自回肠。郎君下笔惊鹦鹉，侍女吹笙弄凤凰。空寄大罗天上事，众仙同日咏霓裳。
写一首思乡诗,阶前爆竹作惊雷，从俗何妨进酒杯。微醉偶便深阁坐，好春先入小瓶梅。焚香静阅年光转，不寐频闻夜漏催。明日买臣当五十，却思上印故乡回。
续写绝句，雨涩秋刀剃雪时,庵前曾礼草堂师。居人昨日相过说，鹤已生孙竹满池。
续写律诗，新亭有高会,行子得良时。日动映江幕，风鸣排槛旗。绝荤终不改，劝酒欲无词。已堕岘山泪，因题零雨诗。
续写律诗，三千三百西江水,自古如今要路津。月夜歌谣有渔父，风天气色属商人。沙村好处多逢寺，山叶红时觉胜春。行到南朝征战地，古来名将尽为神。
创作一首想家诗，律诗,与君执别十年余，念我能通尺素书。清禁敢忘依日月，故园新喜有田庐。平生消得几緉屐，半世都来下泽车。最是相思寒漏永，梅花雪落夜窗虚。
以东林寺里一沙弥为出句，续写律诗,心爱当时才子诗。山下偶随流水出，秋来却赴白云期。滩头蹑屐挑沙菜，路上停舟读古碑。想到旧房抛锡杖，小松应有过檐枝。
请仿写岑参的诗,久客厌江月，罢官思早归。眼看春光老，羞见梨花飞。剑北山居小，巴南音信稀。因君报兵部，愁泪日沾衣。
以恋恋春恨结为出句，续写律诗,绵绵淮草深。病身愁至夜，远道畏逢阴。忽逐酒杯会，暂同风景心。从今一分散，还是晓枝禽。
续写律诗，绕巷夹溪红,萧条逐北风。别林遗宿鸟，浮水载鸣虫。石小埋初尽，枝长落未终。带霜书丽什，闲读白云中。
请仿写李商隐的诗,芳条得意红，飘落忽西东。分逐春风去，风回得故丛。明朝金井露，始看忆春风。
以高亭望见长安树为出句，续写律诗,春草冈西旧院斜。光动绿烟遮岸竹，粉开红艳塞溪花。野泉闻洗亲王马，古柳曾停贵主车。妆阁书楼倾侧尽，云山新卖与官家。
以隐士遗尘在为出句，续写律诗,高僧精舍开。地形临渚断，江势触山回。楚野花多思，南禽声例哀。殷勤最高顶，闲即望乡来。
以拥肿寒山木为出句，续写绝句,嵌空成酒樽。愧无江海量，偃蹇在君门。
写一首怀人诗，律诗,啭花黄鸟更狂痴，报得春光满地知。千首有诗都寄子，一瓢无酒可干谁。夜来极饮花神喜，江上长歌斗柄欹。还忆旧游三两辈，眼前今古涕交颐。
以云光岚彩四面合为出句，续写律诗,柔柔垂柳十馀家。雉飞鹿过芳草远，牛巷鸡埘春日斜。秀眉老父对樽酒，茜袖女儿簪野花。征车自念尘土计，惆怅溪边书细沙。
创作一首思乡诗，律诗,独夜剔疏檠，岁时心暗惊。寒声催晓急，华发后秋生。边事蜩螗感，故乡鸥鹭盟。不堪回首处，哀诏下神京。
续写绝句，人无回意似波澜,琴有离声为一弹。纵使空门再相见，还如秋月水中看。
请仿写李白的诗,旧苑荒台杨柳新，菱歌清唱不胜春。只今惟有西江月，曾照吴王宫里人。
以思乡为主题，写一首诗,昨夜秋风起，凉生竹树间。乡心黏短梦，客路挂丛山。身比猿猱健，情随鸥鹭闲。乱蛩吟不住，添我鬓丝斑。
续写绝句，厌世逃名者,谁能荅姓名。曾闻王乐否，眷取路傍情。
以榔粟步溪光为出句，续写律诗,随云到上方。经秋禅客病，积雨石楼荒。古藓糜鹿迹，阴崖松桧香。平生豁所思，吟啸倚苍苍。
以哀伤为主题，写一首诗,别子出门后，方知行路难。离情经月苦，消息隔年看。极浦愁今夜，相思何处滩。莫将望夫泪，遥寄楚云端。
创作一首思乡诗,埂外新陂绿，冈头宿烧红。裹鱼蒸菜把，馈鸭锁筠笼。酒侣晨相命，歌场夜不空。土风并节物，不与故乡同。
写一首愁绪诗,刘安遥想是前身，落落东山复几人。青汉月明鸿闪烁，碧松云冷鹤精神。稚孙晓课呈时喜，游子春衫拜处亲。寿酒未央家庆在，秖应从此更千旬。
创作一首战争诗，律诗,闽天烽火达钱塘，太乙灵旗指越疆。文武共推周吉甫，勋名谁并郭汾阳。椎牛五夜千夫膳，射虎三秋百战场。今日罗平妖鸟尽，早闻忧国鬓如霜。
写一首愁绪诗,才到炎方便忆还，空歌游子剑前颜。穷秋阳鸟遵遥渚，短景浮云出故山。开被放衙星未没，推窗观海日将攀。诸公总是蓝田璧，不弃他山老石顽。
请仿写白居易的诗,百里音书何太迟，暮秋把得暮春诗。柳条绿日君相忆，梨叶红时我始知。莫叹学官贫冷落，犹胜村客病支离。形容意绪遥看取，不似华阳观里时。
以云北是阳川为出句，续写律诗,人家洞壑连。坛当星斗下，楼拶翠微边。一半遥峰雨，三条古井烟。金庭如有路，应到左神天。
写一首思乡诗，律诗,坐阅芝兰长谢庭，几番时雨又秋晴。流萤影度乡心切，老鹤声回客梦清。屋里琴书浑冷落，眼中星斗却分明。还山自是寻常事，问取鹏抟九万程。
创作一首咏物诗,冻项缩如龟，茅檐讽雪诗。冷于初下日，好是未消时。树重高枝折，窗明晚色迟。忽思溪上路，拟借蹇驴骑。
以哀伤为主题，写一首律诗,别子出门后，方知行路难。离情经月苦，消息隔年看。极浦愁今夜，相思何处滩。莫将望夫泪，遥寄楚云端。
写一首战争诗,期门取次出貔貅，首路军声胡骑愁。何独止戈非庙算，还应聚米是边筹。嚇蛮事往疑虚语，谕蜀才穷愧老谋！自古殊勋归跃马，几人谈笑得封侯！
以怀人为主题，写一首诗,渐水指家林，秋风日夕深。无书非是忘，有梦即相寻。野艇看山约，僧寮问字心。寥寥弦外意，馀子漫知音。
以独在山阿里为出句，续写律诗,朝朝遂性情。晓泉和雨落，秋草上阶生。因客始沽酒，借书方到城。诗情聊自遣，不是趁声名。
以想家为主题，写一首律诗,梅边流水碧洄洄，都把相思付折梅。十载不禁双泪落，一尊期慰九肠回。惊残蝶梦鹊空喜，望断马蹄人不来。咫尺云山尚如此，天涯那解得追陪。
创作一首送别诗，律诗,缥缈巫山女，归来七八年。殷勤湘水曲，留在十三弦。苦调吟还出，深情咽不传。万重云水思，今夜月明前。
以早云才破漏春阳为出句，续写律诗,野客晨兴喜又忙。自与酌量煎药水，别教安置晒书床。依方酿酒愁迟去，借样裁巾怕索将。唯待数般幽事了，不妨还入少年场。
写一首哀伤诗，律诗,纷披岩桂袭人裾，空馆高凉雨过馀。忽忆故园秋色好，正当良夜月生初。花开定念淮南客，雁去曾无江上书。落尽天香君不见，坐怜芳树日萧疏。
以思乡为主题，写一首诗,庭树号蝉日已凉，寒云横雁夜何长。挟书万里千明主，仗剑三年别故乡。西北诸山连朔漠，东南众水隔荆扬。淹留不去惭苏子，莫遣貂裘厌雪霜。
写一首哀伤诗，律诗,羁旅淹南戍，栖迟绕塞垣。海氛朝自暗，山气昼常昏。虫穴风来毒，蛮溪水出浑。故乡方远想，斜日更啼猿。
续写律诗，两首新诗百字馀,朱弦玉磬韵难如。汉家丞相重徵后，梁苑仁风一变初。四面诸侯瞻节制，八方通货溢河渠。自从却縠为元帅，大将归来尽把书。
以玳瑁昔称华为出句，续写律诗,玲珑薄绛纱。钩衔门势曲，节乱水纹斜。日弄长飞鸟，风摇不卷花。自当分内外，非是为骄奢。
续写律诗，腊尽促归心,行人及华阴。云霞仙掌出，松柏古祠深。野渡冰生岸，寒川烧隔林。温泉看渐近，宫树晚沈沈。
以汉室鸿儒盛为出句，续写律诗,邹堂大义明。五千道德阐，三百礼仪成。青紫方拾芥，黄金徒满籯。谁知怀逸辩，重席冠群英。
写一首怀人诗,衰髯白尽无添处，病骨癯然欲折时。客抱琴来聊瀹茗，吏封印去又哦诗。山横城上势如压，角动楼头声正悲。零落断鸿书不到，岁残何以慰相思。
创作一首送别诗，律诗,异域乡音别，观心法性同。来时求半偈，去罢悟真空。贝叶翻经疏，归程大海东。何当到本国，继踵大师风。
续写绝句，我到瞿真上升处,山川四望使人愁。紫云白鹤去不返，唯有桃花溪水流。
请仿写白居易的诗,风翻朱里幕，雨冷通中枕。耿耿背斜灯，秋床一人寝。
以闺怨为主题，写一首诗,深夜游宫玉漏迟，侵晨莺啭上林时。无端蝶恋花心动，摇落东风第一枝。
以思乡为主题，写一首诗,轻阴江上千峰秀，小雨墙边百草生。惟有春禽慰孤客，晓啼浑似故园声。
创作一首思乡诗，律诗,舵楼空阔望京华，芦荻江枫岸岸花。山色淡浓昏雾薄，水光浮没夕阳斜。故乡鸿雁书千里，远浦牛羊屋数家。边塞柳营多苜蓿，石田复忆旧桑麻。
写一首哀伤诗，律诗,海月生遥浦，轮高望转微。最怜羁旅影，尚与弟兄依。照树惊乌绕，横江见练飞。故园千里外，何处赠清辉。
以思乡为主题，写一首律诗,凉风起日暮，木叶莽萧萧。高馆一镫悄，故乡千里遥。虫声寒古壁，蝶梦醒残宵。明月不知处，离愁空酒浇。
续写律诗，冰齿味瑶轴,祗应神鬼知。坐当群静后，吟到月沈时。雪峡猿声健，风柽鹤立危。篇篇一字字，谁复更言诗。
以莫向花前泣酒杯为出句，续写绝句,谪仙依旧是仙才。犹堪与世为祥瑞，曾到蓬山顶上来。
以清潭洞澈深千丈为出句，续写绝句,危岫攀萝上几层。秋尽更无黄叶树，夜阑唯对白头僧。
续写律诗，独坐悲双鬓,空堂欲二更。雨中山果落，灯下草虫鸣。白发终难变，黄金不可成。欲知除老病，唯有学无生。
